HealthMap data are freely available for research purposes only.  If you require a dataset for non-academic purposes or with a larger date range and/or more meta information please contact info@healthmap.org.
Alert ID,Feed,Issue Date,"Article Title","Disease",Lat,Lng,"Location",Cases,Deaths,Rating
6519073,Google News Português,2019-06-13 04:40:00,"When Cubango prepared for cases of Dengue and Chicungunha | Kuando ...","Dengue",-12.295290,17.544680,"Angola",,,3
6517670,Google News,2019-06-13 00:01:00,"Quick DNA test for malaria drug resistance is life-saver, holds ...","Malaria",-13.953020,27.798250,"Zambia",,,3
6515157,Google News,2019-06-11 12:07:02,"Zika Virus Market Key Players, Cost Analysis, Price And Gross Margin ...","Zika virus",1.279960,32.386219,"Uganda",,,3
6514583,Google News Português,2019-06-11 10:10:00,"Malaria in Cuanza-Norte with a tendency to increase | Provinces - ...","Malaria",-12.295290,17.544680,"Angola",,,3
6513945,Google News,2019-06-09 13:00:00,"Better strategy to control malaria: Get rid of the mosquitoes - ...","Malaria",12.277930,-1.740140,"Burkina Faso",,,4
6512348,Google News,2019-06-10 09:02:31,"East Africa tightens travel to contain yellow fever spread - The East ...","Yellow Fever",1.279960,32.386219,"Uganda",,,4
6512260,Google News,2019-06-10 07:36:00,"What Algeria and Argentina can teach the world about being ...","Malaria",28.163240,2.632390,"Algeria",,,3
6511266,Google News,2019-06-09 04:29:27,"BP agrees to sell Egypt GUPCO stake to Dragon Oil - Oil and Gas ...","West Nile Virus",26.494249,29.871960,"Egypt",,,3
6508072,Google News,2019-06-04 19:51:06,"Burkina Faso Travel Warning Issued - Vax Before Travel","Zika virus",12.277930,-1.740140,"Burkina Faso",,,3
6507756,Google News,2019-06-06 18:58:06,"Knowledge, attitude and practice towards dengue fever prevention and ...","Dengue",8.626220,39.616032,"Ethiopia",,,3
6507384,Google News Português,2019-06-06 14:35:37,"Angola worries about outbreaks of scabies, malaria and meningitis in ...","Malaria",-12.295290,17.544680,"Angola",,,3
6505832,ProMED Français,2019-06-06 14:20:09,"PRO/FR> Dengue, cas confirmés et mortels - Côte d'Ivoire: (Abidjan)","Dengue",7.631530,-5.000000,"Cote d'Ivoire",,,3
6505401,Google News,2019-06-05 14:04:43,"A new way to block malaria transmission by targeting young contagious ...","Malaria",5.685950,12.743590,"Cameroon",,,4
6505401,Google News,2019-06-05 14:04:43,"A new way to block malaria transmission by targeting young contagious ...","Malaria",12.277930,-1.740140,"Burkina Faso",,,4
6502828,Google News,2019-06-04 04:28:42,"Zika Virus Market Global and Regional Analysis by Top Players, ...","Zika virus",1.279960,32.386219,"Uganda",,,4
6502300,Google News,2019-06-04 03:42:00,"Fungi take the fight against malaria to mosquitoes - Business Day","Malaria",-6.000000,35.000000,"Tanzania",,,4
6502246,Google News,2019-06-04 02:15:44,"Take this today: Dengue fever is not contagious - The Citizen","Dengue",-6.000000,35.000000,"Tanzania",,,4
6501203,Google News,2019-06-03 11:09:05,"BP plc: BP to divest mature oil assets in Egypt to Dragon Oil - The ...","West Nile Virus",26.494249,29.871960,"Egypt",,,4
6500592,Google News Русский,2019-06-03 05:29:15,"Malaria and cholera spread Mozambique - SM News","Malaria",-17.260059,35.552200,"Mozambique",,,1
6500478,Google News,2019-06-03 06:33:33,"Algeria now fourth African country to be declared malaria-free - The ...","Malaria",28.163240,2.632390,"Algeria",,,4
6500235,Google News,2019-06-03 02:23:45,"Angola: Malaria and Meningitis Dominate Epidemiology in Angola - ...","Malaria",-12.295290,17.544680,"Angola",,,3
6499799,Google News,2019-06-02 08:10:22,"New malaria weapon: Genetically engineered spider venom - WRAL Tech ...","Malaria",12.277930,-1.740140,"Burkina Faso",,,4
