HealthMap data are freely available for research purposes only.  If you require a dataset for non-academic purposes or with a larger date range and/or more meta information please contact info@healthmap.org.
Alert ID,Feed,Issue Date,"Article Title","Disease",Lat,Lng,"Location",Cases,Deaths,Rating
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",11.500000,8.500000,"Kano State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",12.250000,7.500000,"Katsina State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",12.000000,9.750000,"Jigawa State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",8.500000,5.000000,"Kwara State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",17.426149,9.397650,"Niger",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",8.000000,10.500000,"Taraba State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",10.250000,11.166667,"Gombe State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",12.000000,11.500000,"Yobe State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",9.333333,12.500000,"Adamawa State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",7.000000,3.583330,"Ogun State, Nigeria",,,4
6729633,Google News,2019-10-16 05:32:06,"13 States Benefit from Global Fund Malaria Initiative - THISDAY ...","Malaria",7.500000,4.500000,"Osun State, Nigeria",,,4
6725658,ProMED Middle East,2019-10-16 05:58:50,"PRO/MENA> Dengue - Sudan (02): increasing incidence, MOH \ حمى الضنك ...","Dengue",13.831530,30.049950,"Sudan",,,3
6728203,ProMED Anglophone Africa,2019-10-15 15:41:48,"PRO/EAFR> Rift Valley fever - Sudan: (Red Sea) goat, OIE","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6726086,ProMED Français,2019-10-15 05:45:33,"PRO/FR> Fièvre de la Vallée du Rift - Soudan: (Arabaata dam area, ...","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6726806,ProMED Mail,2019-10-14 23:09:04,"PRO/AH/EDR> Rift Valley fever - Sudan (02): (RS) human, livestock","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6726806,ProMED Mail,2019-10-14 23:09:04,"PRO/AH/EDR> Rift Valley fever - Sudan (02): (RS) human, livestock","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6726814,Google News,2019-10-14 13:52:33,"Sudan's Health Ministry confirms: Rift Valley Fever in River Nile ...","Rift Valley Fever",13.831530,30.049950,"Sudan",,,4
6726708,ProMED Español,2019-10-14 16:41:06,"PRO/ESP> Fiebre amarilla – NIgeria: robo de tarjetas de certificados ...","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6726636,World Org. for Animal Health,2019-10-13 00:00:00,"Rift Valley fever, Sudan","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6726521,Google News,2019-10-14 12:40:00,"African experts named finalists for 2019 Recognizing Excellence ...","Malaria",1.279960,32.386219,"Uganda",,,4
6726088,ProMED Mail,2019-10-14 12:30:41,"PRO/AH/EDR> Rift Valley fever - Sudan: (RS,NR) human, animal, alert, ...","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6725981,Google News,2019-10-14 05:19:55,"News in brief | NICD warns of approaching malaria season - Zoutnet","Malaria",-28.998529,25.092541,"South Africa",,,4
6725537,Google News,2019-10-14 03:32:58,"How Michigan Drones Are Helping Crops, Combating Malaria in Malawi - ...","Malaria",-13.215800,34.307232,"Malawi",,,3
6724137,ProMED Middle East,2019-10-13 09:53:19,"PRO/MENA> Undiagnosed illness - Sudan (03): febrile, human, ...","Rift Valley Fever",13.831530,30.049950,"Sudan",,,3
6723916,ProMED Mail,2019-10-12 21:44:41,"PRO/AH/EDR> Yellow fever - Africa (18): Nigeria, theft of vaccination ...","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6721138,ProMED Mail,2019-10-12 20:10:50,"PRO/AH/EDR> Yellow fever - Africa (17): Nigeria, WHO","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6723253,Google News,2019-10-10 12:39:00,"We're succeeding in our fight against malaria—now it's time to plan ...","Malaria",-6.184300,39.349201,"Zanzibar, Tanzania",,,3
6722541,WHO Русский,2019-10-07 20:00:00,"Yellow Fever - Nigeria","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6722355,Organisation mondiale de la Santé,2019-10-07 20:00:00,"Yellow fever - Nigeria","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6721756,世界卫生组织 (WHO ZH),2019-10-07 20:00:00,"Yellow fever - Nigeria","Yellow Fever",9.593960,8.105310,"Nigeria",24,6,3
6721683,Google News,2019-10-11 08:00:00,"No West Nile virus-positive pools | News | wahoo-ashland-waverly.com ...","West Nile Virus",4.750000,6.833333,"Rivers State, Nigeria",,,3
6721507,Organización Mundial de la Salud,2019-10-07 20:00:00,"Yellow Fever - Nigeria","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6719312,ProMED Português,2019-10-10 20:25:44,"PRO/PORT> Febre amarela - Nigéria (03), surto, atualização, OMS/WHO","Yellow Fever",9.593960,8.105310,"Nigeria",,,3
6720153,Google News,2019-10-10 06:39:00,"A study argues malaria eradication may be possible by 2050 - Axios","Malaria",12.277930,-1.740140,"Burkina Faso",,,3
6720001,Google News,2019-10-10 06:00:00,"Meet the Man Whose Bloodless Test Is Revolutionizing the Fight ...","Malaria",1.279960,32.386219,"Uganda",,,4
6719628,Google News,2019-10-09 16:50:39,"News Scan for Oct 09, 2019 - CIDRAP","Yellow Fever",9.593960,8.105310,"Nigeria",,,4
6717918,Google News,2019-10-09 10:33:12,"Rift Valley Fever suspected in Red Sea state human and livestock ...","Rift Valley Fever",13.831530,30.049950,"Sudan",,,4
6717399,Twitter,2019-10-09 09:43:04,"Nigeria - WHO: On 29 August 2019, a suspected yellow fever case was ...","Yellow Fever",11.500000,8.500000,"Kano State, Nigeria",1,,3
6716204,Google News,2019-10-08 16:50:31,"Disease outbreak news: Yellow fever – Nigeria (8 October 2019) - ...","Yellow Fever",9.593960,8.105310,"Nigeria",,,4
6716071,World Health Organization,2019-10-07 20:00:00,"Yellow fever &ndash; Nigeria","Yellow Fever",11.500000,8.500000,"Kano State, Nigeria",,,3
6713675,ProMED Mail,2019-10-07 23:49:22,"PRO/EDR> Dengue/DHF update (19): Asia, Pacific, Africa, Europe","Dengue",-6.000000,35.000000,"Tanzania",,,3
6713675,ProMED Mail,2019-10-07 23:49:22,"PRO/EDR> Dengue/DHF update (19): Asia, Pacific, Africa, Europe","Dengue",0.666670,36.000000,"Baringo County,  Rift Valley Province, Kenya",,,3
6712587,Google News,2019-10-06 17:00:00,"Pupil dies as malaria hits Elgeyo Marakwet - Standard Digital","Malaria",0.529860,37.857880,"Kenya",,,3
6711932,Google News,2019-10-06 00:04:47,"This is the Worst Dengue Year in Nearly a Decade. It May Get Worse ...","Dengue",7.631530,-5.000000,"Cote d'Ivoire",,,4
6711619,Google News,2019-10-05 17:11:32,"Malaria vaccine key in fight against killer disease - Daily Nation","Malaria",0.529860,37.857880,"Kenya",,,3
6711619,Google News,2019-10-05 17:11:32,"Malaria vaccine key in fight against killer disease - Daily Nation","Malaria",-13.215800,34.307232,"Malawi",,,3
6711619,Google News,2019-10-05 17:11:32,"Malaria vaccine key in fight against killer disease - Daily Nation","Malaria",7.959850,-1.207300,"Ghana",,,3
6711238,Google News,2019-10-05 10:05:53,"Malaria Rapid Diagnostics Devices Market by Segmentation: Based on ...","Malaria",1.279960,32.386219,"Uganda",,,4
6711001,Google News,2019-10-05 05:17:19,"Gender barriers that hold back anti-malaria efforts - The Citizen","Malaria",-6.000000,35.000000,"Tanzania",,,4
6708377,Google News,2019-10-03 12:18:00,"Congo distributes 3 mln mosquito nets in anti-malaria campaign - ...","Malaria",-0.840230,15.224290,"Republic of Congo",,,4
6707685,Google News,2019-10-03 10:43:33,"Tanzania on track to control dengue fever outbreak: minister - Xinhua ...","Dengue",-6.000000,35.000000,"Tanzania",,,3
6706479,Google News,2019-10-02 17:35:16,"Emergence of the Asian lineage of Zika virus in Angola: An outbreak ...","Zika virus",-12.295290,17.544680,"Angola",,,3
6704781,ProMED Português,2019-10-01 22:30:03,"PRO/PORT> Zika vÍrus - Angola, linhagem asiática, estudo ...","Zika virus",-12.295290,17.544680,"Angola",,,1
6704472,Google News,2019-10-01 17:00:00,"Officials issue malaria alert along Kerio Valley - Standard Digital","Malaria",0.529860,37.857880,"Kenya",,,3
6703297,Google News,2019-10-01 05:21:58,"Nearly 8000 Malaria Cases Detected in Sudan Province: Report - News18","Malaria",13.831530,30.049950,"Sudan",,,3
