Alert ID,Feed,Issue Date,"Article Title","Disease",Lat,Lng,"Location",Cases,Deaths,Rating
6608619,Google News,2019-08-06 11:05:52,"Hepatitis: The silent killer overtaking HIV, malaria - Daily Monitor","Malaria",1.279960,32.386219,"Uganda",,,3
6608005,Google News,2019-08-06 04:37:00,"1,800 dead as malaria 'epidemic' rages in Burundi: UN - Yahoo News","Malaria",-3.356170,29.887150,"Burundi",,,4
6607943,Google News,2019-08-06 03:00:43,"Cases Of Malaria Spike In Manicaland Province - pindula.co.zw","Malaria",-19.000099,29.871840,"Zimbabwe",,,3
6605537,ProMED Français,2019-08-05 05:16:32,"PRO/FR> Fièvre Jaune - Côte d'Ivoire (03): Abidjan","Yellow Fever",7.631530,-5.000000,"Cote d'Ivoire",,,3
6605536,ProMED Français,2019-08-05 05:11:04,"PRO/FR> Fièvre Jaune - Côte d'Ivoire (02): Abidjan","Yellow Fever",7.631530,-5.000000,"Cote d'Ivoire",,,3
6603696,Google News,2019-08-03 04:30:00,"The Eradication of Malaria in Argentina and Algeria - Borgen Project","Malaria",28.163240,2.632390,"Algeria",,,3
6603595,Google News,2019-08-03 01:18:11,"Tanzania needs US $ 8 million from development to eradicating the NTD ...","Filariasis",-6.000000,35.000000,"Tanzania",,,3
6603485,Google News,2019-08-02 23:23:24,"Malaria - The Nation Newspaper","Malaria",9.593960,8.105310,"Nigeria",,,4
6600585,Google News,2019-08-01 12:51:00,"Freetown closes public spaces from dusk to dawn due to heightened ...","Eastern Equine Encephalitis",8.560280,-11.791920,"Sierra Leone",,,4
6600585,Google News,2019-08-01 12:51:00,"Freetown closes public spaces from dusk to dawn due to heightened ...","West Nile Virus",8.560280,-11.791920,"Sierra Leone",,,3
6600348,Google News,2019-08-01 10:26:26,"Did Alana Cutland suffer bad reaction to anti-malaria drugs in ...","Malaria",-19.373381,46.706039,"Madagascar",,,4
6598509,ProMED Anglophone Africa,2019-08-01 00:12:00,"PRO/EAFR> Yellow fever - Cote d'Ivoire: (Abidjan) fatal","Yellow Fever",7.631530,-5.000000,"Cote d'Ivoire",,,3
6598509,ProMED Anglophone Africa,2019-08-01 00:12:00,"PRO/EAFR> Yellow fever - Cote d'Ivoire: (Abidjan) fatal","Yellow Fever",5.341110,-4.028060,"Abidjan, Lagunes Region, Ivory Coast",,,3
